Date,Species,GroupSize,TransectID,Year
2018-08-02,Impala,6,Sampu Enkare bushlands,2018
2018-09-04,Impala,3,Sampu Enkare bushlands,2018
2018-09-04,Impala,1,Sampu Enkare bushlands,2018
2018-09-04,Impala,1,Sampu Enkare bushlands,2018
2018-09-04,Impala,3,Sampu Enkare bushlands,2018
2018-09-04,Impala,2,Sampu Enkare bushlands,2018
2018-09-04,Impala,1,Sampu Enkare bushlands,2018
2018-09-04,Impala,5,Sampu Enkare bushlands,2018
2018-10-02,Impala,1,Sampu Enkare bushlands,2018
2018-10-02,Impala,2,Sampu Enkare bushlands,2018
2018-11-06,Impala,1,Sampu Enkare bushlands,2018
2018-11-06,Impala,1,Sampu Enkare bushlands,2018
2018-11-06,Impala,3,Sampu Enkare bushlands,2018
2018-11-06,Impala,1,Sampu Enkare bushlands,2018
2018-11-06,Impala,1,Sampu Enkare bushlands,2018
2018-11-06,Impala,1,Sampu Enkare bushlands,2018
2018-12-04,Impala,5,Sampu Enkare bushlands,2018
2018-12-04,Impala,6,Sampu Enkare bushlands,2018
2018-12-04,Impala,2,Sampu Enkare bushlands,2018
2017-10-20,Impala,6,Balanite plains,2017
2017-10-20,Impala,4,Balanite plains,2017
2017-10-20,Impala,6,Balanite plains,2017
2017-10-20,Impala,4,Balanite plains,2017
2017-10-20,Impala,21,Balanite plains,2017
2017-10-20,Impala,6,Balanite plains,2017
2017-10-20,Impala,19,Balanite plains,2017
2017-10-20,Impala,1,Balanite plains,2017
2017-11-02,Impala,1,Balanite plains,2017
2017-11-02,Impala,10,Balanite plains,2017
2017-11-02,Impala,1,Balanite plains,2017
2017-11-02,Impala,2,Balanite plains,2017
2017-11-02,Impala,1,Balanite plains,2017
2017-11-02,Impala,1,Balanite plains,2017
2017-11-02,Impala,4,Balanite plains,2017
2017-12-07,Impala,25,Balanite plains,2017
2017-12-07,Impala,1,Balanite plains,2017
2017-12-07,Impala,2,Balanite plains,2017
2017-12-07,Impala,1,Balanite plains,2017
2017-12-07,Impala,1,Balanite plains,2017
2017-12-07,Impala,1,Balanite plains,2017
2017-12-07,Impala,2,Balanite plains,2017
2018-01-11,Impala,1,Balanite plains,2018
2018-01-11,Impala,1,Balanite plains,2018
2018-01-11,Impala,1,Balanite plains,2018
2018-01-11,Impala,1,Balanite plains,2018
2018-01-11,Impala,1,Balanite plains,2018
2018-01-11,Impala,2,Balanite plains,2018
2018-02-01,Impala,1,Balanite plains,2018
2018-02-01,Impala,2,Balanite plains,2018
2018-03-01,Impala,1,Balanite plains,2018
2018-04-05,Impala,1,Balanite plains,2018
2018-05-03,Impala,1,Balanite plains,2018
2018-07-05,Impala,23,Balanite plains,2018
2018-08-02,Impala,6,Balanite plains,2018
2018-08-02,Impala,1,Balanite plains,2018
2018-08-02,Impala,2,Balanite plains,2018
2018-08-02,Impala,1,Balanite plains,2018
2018-08-02,Impala,5,Balanite plains,2018
2018-08-02,Impala,3,Balanite plains,2018
2018-09-06,Impala,6,Balanite plains,2018
2018-09-06,Impala,8,Balanite plains,2018
2018-09-06,Impala,5,Balanite plains,2018
2018-09-06,Impala,1,Balanite plains,2018
2018-09-06,Impala,1,Balanite plains,2018
2018-10-04,Impala,49,Balanite plains,2018
2018-10-04,Impala,3,Balanite plains,2018
2018-10-04,Impala,2,Balanite plains,2018
2018-10-04,Impala,4,Balanite plains,2018
2018-11-01,Impala,2,Balanite plains,2018
2018-12-06,Impala,1,Balanite plains,2018
2017-10-24,Impala,35,Ilkisieusieu bushlands,2017
2017-11-07,Impala,2,Ilkisieusieu bushlands,2017
2017-11-07,Impala,1,Ilkisieusieu bushlands,2017
2017-11-07,Impala,1,Ilkisieusieu bushlands,2017
2017-11-07,Impala,50,Ilkisieusieu bushlands,2017
2017-11-07,Impala,51,Ilkisieusieu bushlands,2017
2017-11-07,Impala,6,Ilkisieusieu bushlands,2017
2017-11-07,Impala,15,Ilkisieusieu bushlands,2017
2017-11-01,Impala,20,Ilkisieusieu bushlands,2017
2017-11-01,Impala,2,Ilkisieusieu bushlands,2017
2017-11-01,Impala,10,Ilkisieusieu bushlands,2017
2018-01-09,Impala,5,Ilkisieusieu bushlands,2018
2018-01-09,Impala,1,Ilkisieusieu bushlands,2018
2018-01-09,Impala,1,Ilkisieusieu bushlands,2018
2018-02-13,Impala,40,Ilkisieusieu bushlands,2018
2018-02-13,Impala,1,Ilkisieusieu bushlands,2018
2018-02-13,Impala,1,Ilkisieusieu bushlands,2018
2018-02-13,Impala,1,Ilkisieusieu bushlands,2018
2018-02-06,Impala,1,Ilkisieusieu bushlands,2018
2018-02-06,Impala,1,Ilkisieusieu bushlands,2018
2018-02-06,Impala,2,Ilkisieusieu bushlands,2018
2018-02-06,Impala,1,Ilkisieusieu bushlands,2018
2018-02-06,Impala,2,Ilkisieusieu bushlands,2018
2018-02-06,Impala,1,Ilkisieusieu bushlands,2018
2018-03-06,Impala,6,Ilkisieusieu bushlands,2018
2018-03-06,Impala,5,Ilkisieusieu bushlands,2018
2018-04-03,Impala,1,Ilkisieusieu bushlands,2018
2018-04-03,Impala,1,Ilkisieusieu bushlands,2018
2018-04-03,Impala,48,Ilkisieusieu bushlands,2018
2018-04-03,Impala,3,Ilkisieusieu bushlands,2018
2018-05-08,Impala,1,Ilkisieusieu bushlands,2018
2018-05-08,Impala,80,Ilkisieusieu bushlands,2018
2018-05-08,Impala,33,Ilkisieusieu bushlands,2018
2018-06-19,Impala,1,Ilkisieusieu bushlands,2018
2018-07-03,Impala,6,Ilkisieusieu bushlands,2018
2018-07-03,Impala,10,Ilkisieusieu bushlands,2018
2018-08-02,Impala,1,Ilkisieusieu bushlands,2018
2018-08-02,Impala,2,Ilkisieusieu bushlands,2018
2018-08-02,Impala,2,Ilkisieusieu bushlands,2018
2018-08-02,Impala,3,Ilkisieusieu bushlands,2018
2018-08-02,Impala,4,Ilkisieusieu bushlands,2018
2018-08-02,Impala,2,Ilkisieusieu bushlands,2018
2018-08-02,Impala,1,Ilkisieusieu bushlands,2018
2018-09-04,Impala,11,Ilkisieusieu bushlands,2018
2018-09-04,Impala,1,Ilkisieusieu bushlands,2018
2018-09-04,Impala,1,Ilkisieusieu bushlands,2018
2018-10-02,Impala,1,Ilkisieusieu bushlands,2018
2018-10-02,Impala,5,Ilkisieusieu bushlands,2018
2018-10-02,Impala,5,Ilkisieusieu bushlands,2018
2018-12-04,Impala,2,Ilkisieusieu bushlands,2018
2018-12-04,Impala,11,Ilkisieusieu bushlands,2018
2017-10-17,Impala,5,Rekero bushlands,2017
2017-10-17,Impala,37,Rekero bushlands,2017
2017-10-17,Impala,4,Rekero bushlands,2017
2017-10-17,Impala,3,Rekero bushlands,2017
2017-10-17,Impala,2,Rekero bushlands,2017
2017-10-17,Impala,2,Rekero bushlands,2017
2017-10-17,Impala,3,Rekero bushlands,2017
2017-10-17,Impala,5,Rekero bushlands,2017
2017-10-17,Impala,4,Rekero bushlands,2017
2017-10-17,Impala,13,Rekero bushlands,2017
2017-10-17,Impala,5,Rekero bushlands,2017
2017-10-17,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,42,Rekero bushlands,2017
2017-10-24,Impala,7,Rekero bushlands,2017
2017-10-24,Impala,8,Rekero bushlands,2017
2017-10-24,Impala,5,Rekero bushlands,2017
2017-10-24,Impala,4,Rekero bushlands,2017
2017-10-24,Impala,2,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,4,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,19,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,2,Rekero bushlands,2017
2017-10-24,Impala,2,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-10-24,Impala,3,Rekero bushlands,2017
2017-10-24,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,3,Rekero bushlands,2017
2017-11-07,Impala,10,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,31,Rekero bushlands,2017
2017-11-07,Impala,30,Rekero bushlands,2017
2017-11-07,Impala,11,Rekero bushlands,2017
2017-11-07,Impala,2,Rekero bushlands,2017
2017-11-07,Impala,6,Rekero bushlands,2017
2017-11-07,Impala,5,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,2,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,1,Rekero bushlands,2017
2017-11-07,Impala,2,Rekero bushlands,2017
2017-11-07,Impala,3,Rekero bushlands,2017
2017-11-01,Impala,1,Rekero bushlands,2017
2017-11-01,Impala,10,Rekero bushlands,2017
2017-11-01,Impala,3,Rekero bushlands,2017
2017-11-01,Impala,1,Rekero bushlands,2017
2017-11-01,Impala,1,Rekero bushlands,2017
2017-11-01,Impala,6,Rekero bushlands,2017
2017-11-01,Impala,6,Rekero bushlands,2017
2017-11-01,Impala,6,Rekero bushlands,2017
2017-11-01,Impala,10,Rekero bushlands,2017
2017-11-01,Impala,3,Rekero bushlands,2017
2017-11-01,Impala,1,Rekero bushlands,2017
2018-01-09,Impala,1,Rekero bushlands,2018
2018-01-09,Impala,1,Rekero bushlands,2018
2018-01-09,Impala,3,Rekero bushlands,2018
2018-01-09,Impala,1,Rekero bushlands,2018
2018-01-09,Impala,1,Rekero bushlands,2018
2018-01-09,Impala,1,Rekero bushlands,2018
2018-01-09,Impala,5,Rekero bushlands,2018
2018-01-16,Impala,2,Rekero bushlands,2018
2018-01-16,Impala,1,Rekero bushlands,2018
2018-01-16,Impala,4,Rekero bushlands,2018
2018-01-16,Impala,2,Rekero bushlands,2018
2018-01-01,Impala,11,Rekero bushlands,2018
2018-01-01,Impala,1,Rekero bushlands,2018
2018-01-01,Impala,4,Rekero bushlands,2018
2018-01-01,Impala,12,Rekero bushlands,2018
2018-02-13,Impala,1,Rekero bushlands,2018
2018-02-13,Impala,1,Rekero bushlands,2018
2018-02-13,Impala,2,Rekero bushlands,2018
2018-02-13,Impala,12,Rekero bushlands,2018
2018-02-13,Impala,5,Rekero bushlands,2018
2018-02-13,Impala,5,Rekero bushlands,2018
2018-02-13,Impala,1,Rekero bushlands,2018
2018-02-13,Impala,3,Rekero bushlands,2018
2018-02-13,Impala,1,Rekero bushlands,2018
2018-02-13,Impala,1,Rekero bushlands,2018
2018-03-06,Impala,1,Rekero bushlands,2018
2018-03-06,Impala,3,Rekero bushlands,2018
2018-03-06,Impala,1,Rekero bushlands,2018
2018-03-06,Impala,4,Rekero bushlands,2018
2018-03-06,Impala,5,Rekero bushlands,2018
2018-03-06,Impala,1,Rekero bushlands,2018
2018-03-06,Impala,4,Rekero bushlands,2018
2018-03-06,Impala,2,Rekero bushlands,2018
2018-04-03,Impala,37,Rekero bushlands,2018
2018-04-03,Impala,38,Rekero bushlands,2018
2018-04-03,Impala,3,Rekero bushlands,2018
2018-04-03,Impala,16,Rekero bushlands,2018
2018-04-03,Impala,5,Rekero bushlands,2018
2018-04-03,Impala,42,Rekero bushlands,2018
2018-05-08,Impala,3,Rekero bushlands,2018
2018-08-02,Impala,8,Rekero bushlands,2018
2018-08-02,Impala,2,Rekero bushlands,2018
2018-08-02,Impala,9,Rekero bushlands,2018
2018-09-04,Impala,3,Rekero bushlands,2018
2018-09-04,Impala,3,Rekero bushlands,2018
2018-09-04,Impala,45,Rekero bushlands,2018
2018-09-04,Impala,6,Rekero bushlands,2018
2018-09-04,Impala,35,Rekero bushlands,2018
2018-10-02,Impala,48,Rekero bushlands,2018
2018-10-02,Impala,2,Rekero bushlands,2018
2018-10-02,Impala,11,Rekero bushlands,2018
2018-10-02,Impala,5,Rekero bushlands,2018
2018-10-02,Impala,33,Rekero bushlands,2018
2018-10-02,Impala,6,Rekero bushlands,2018
2018-11-06,Impala,1,Rekero bushlands,2018
2018-11-06,Impala,1,Rekero bushlands,2018
2018-11-06,Impala,19,Rekero bushlands,2018
2018-11-06,Impala,3,Rekero bushlands,2018
2018-12-04,Impala,1,Rekero bushlands,2018
2018-12-04,Impala,20,Rekero bushlands,2018
2018-12-04,Impala,5,Rekero bushlands,2018
2018-12-04,Impala,24,Rekero bushlands,2018
2018-12-04,Impala,8,Rekero bushlands,2018
2018-12-04,Impala,2,Rekero bushlands,2018
2018-12-04,Impala,1,Rekero bushlands,2018
2018-12-04,Impala,19,Rekero bushlands,2018
2018-12-04,Impala,17,Rekero bushlands,2018
2017-10-20,Impala,2,Enoolera plains,2017
2017-10-20,Impala,1,Enoolera plains,2017
2017-10-20,Impala,1,Enoolera plains,2017
2017-11-02,Impala,1,Enoolera plains,2017
2017-11-02,Impala,4,Enoolera plains,2017
2017-11-02,Impala,3,Enoolera plains,2017
2017-11-02,Impala,3,Enoolera plains,2017
2017-11-02,Impala,1,Enoolera plains,2017
2017-11-02,Impala,3,Enoolera plains,2017
2018-03-01,Impala,1,Enoolera plains,2018
2018-03-01,Impala,1,Enoolera plains,2018
2018-03-01,Impala,4,Enoolera plains,2018
2018-04-05,Impala,1,Enoolera plains,2018
2018-05-03,Impala,1,Enoolera plains,2018
2018-09-06,Impala,1,Enoolera plains,2018
2018-09-06,Impala,38,Enoolera plains,2018
2018-09-06,Impala,4,Enoolera plains,2018
2018-09-06,Impala,3,Enoolera plains,2018
2018-09-06,Impala,1,Enoolera plains,2018
2018-12-06,Impala,1,Enoolera plains,2018
2017-12-05,Impala,20,Rekero plains,2017
2017-12-05,Impala,2,Rekero plains,2017
2017-12-05,Impala,1,Rekero plains,2017
2017-12-05,Impala,8,Rekero plains,2017
2017-12-05,Impala,1,Rekero plains,2017
2018-01-11,Impala,2,Rekero plains,2018
2018-01-11,Impala,3,Rekero plains,2018
2018-01-11,Impala,1,Rekero plains,2018
2018-02-06,Impala,1,Rekero plains,2018
2018-02-06,Impala,3,Rekero plains,2018
2018-02-06,Impala,1,Rekero plains,2018
2018-02-06,Impala,4,Rekero plains,2018
2018-03-06,Impala,1,Rekero plains,2018
2018-11-01,Impala,14,Rekero plains,2018
2018-12-06,Impala,8,Rekero plains,2018
2017-11-02,Impala,100,Payia plains,2017
2018-05-03,Impala,1,Payia plains,2018
2018-06-21,Impala,10,Payia plains,2018
2018-06-21,Impala,15,Payia plains,2018
2018-07-05,Impala,31,Payia plains,2018
2018-08-02,Impala,42,Payia plains,2018
2018-08-02,Impala,27,Payia plains,2018
2018-08-02,Impala,30,Payia plains,2018
2017-10-17,Thomson's gazelle,1,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,27,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,8,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,3,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,2,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,1,Olare Sampu bushlands,2017
2017-10-17,Thomson's gazelle,39,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,1,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,1,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,3,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,9,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,1,Olare Sampu bushlands,2017
2017-11-07,Thomson's gazelle,3,Olare Sampu bushlands,2017
2018-01-09,Thomson's gazelle,4,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,6,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-01-09,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-01-16,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-01-16,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-01-16,Thomson's gazelle,6,Olare Sampu bushlands,2018
2018-01-16,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-02-13,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-02-13,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-02-13,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-03-06,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-03-06,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-04-03,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-04-03,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-05-08,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-05-08,Thomson's gazelle,20,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,6,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,5,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,12,Olare Sampu bushlands,2018
2018-07-01,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-08-02,Thomson's gazelle,13,Olare Sampu bushlands,2018
2018-08-02,Thomson's gazelle,5,Olare Sampu bushlands,2018
2018-08-02,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-08-02,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-09-04,Thomson's gazelle,2,Olare Sampu bushlands,2018
2018-09-04,Thomson's gazelle,40,Olare Sampu bushlands,2018
2018-09-04,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-09-04,Thomson's gazelle,11,Olare Sampu bushlands,2018
2018-10-02,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-10-02,Thomson's gazelle,3,Olare Sampu bushlands,2018
2018-12-04,Thomson's gazelle,5,Olare Sampu bushlands,2018
2018-12-04,Thomson's gazelle,6,Olare Sampu bushlands,2018
2018-12-04,Thomson's gazelle,1,Olare Sampu bushlands,2018
2018-12-04,Thomson's gazelle,1,Olare Sampu bushlands,2018
2017-10-17,Thomson's gazelle,9,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,7,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,12,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,3,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,19,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,6,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,12,Sampu Enkare bushlands,2017
2017-10-17,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,4,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-11-07,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,2,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,8,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,3,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,1,Sampu Enkare bushlands,2017
2017-12-05,Thomson's gazelle,3,Sampu Enkare bushlands,2017
2018-01-16,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-01-16,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,24,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,10,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-02-13,Thomson's gazelle,37,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,8,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,10,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,13,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,7,Sampu Enkare bushlands,2018
2018-03-06,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,9,Sampu Enkare bushlands,2018
2018-04-03,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,5,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,7,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,11,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,31,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,11,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,30,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-05-08,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-06-05,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-06-05,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-06-05,Thomson's gazelle,5,Sampu Enkare bushlands,2018
2018-06-05,Thomson's gazelle,9,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,24,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,10,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,25,Sampu Enkare bushlands,2018
2018-06-19,Thomson's gazelle,10,Sampu Enkare bushlands,2018
2018-07-03,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-07-03,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,5,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,7,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,8,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,14,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,8,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,8,Sampu Enkare bushlands,2018
2018-08-02,Thomson's gazelle,7,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,14,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,15,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-09-04,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,14,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,18,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,11,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,7,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,21,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,5,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,14,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,2,Sampu Enkare bushlands,2018
2018-10-02,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,3,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,6,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,11,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,4,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,12,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,5,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-11-06,Thomson's gazelle,1,Sampu Enkare bushlands,2018
2018-12-04,Thomson's gazelle,12,Sampu Enkare bushlands,2018
